customer_id,customer_name,gender,age,city,state,signup_date,acquisition_channel,customer_segment
C105208,Arjun Gupta,Male,45.0,Chennai,Tamil Nadu,2024-12-24,Email,Standard
C105209,Nikhil Varma,Female,30.0,Visakhapatnam,Andhra Pradesh,2024-01-24,Organic Search,Standard
C105210,Sanjay Naidu,Female,63.0,Hyderabad,Telangana,2024-03-15,Referral,Standard
C105211,Sanjay Reddy,Male,44.0,Kakinada,Andhra Pradesh,2024-04-15,Google Ads,Standard
C105212,Aditya Varma,Female,45.0,Kolkata,West Bengal,2024-12-03,Email,Standard
C105213,Arjun Varma,Female,27.0,Ahmedabad,Gujarat,2025-03-24,Referral,Basic
C105214,Sneha Gupta,Male,50.0,Bengaluru,Karnataka,2025-08-09,Organic Search,Standard
C105215,Ananya Singh,Male,62.0,Hyderabad,Telangana,2024-06-18,Email,Standard
C105216,Sanjay Patel,Male,52.0,Delhi,Delhi,2025-07-28,Referral,Basic
C105217,Vihaan Das,Female,42.0,Delhi,Delhi,2025-05-01,Instagram,Standard
C105218,Meera Kumar,Male,48.0,Ahmedabad,Gujarat,2024-02-07,Instagram,Basic
C105219,Aditya Gupta,Female,29.0,Visakhapatnam,Andhra Pradesh,2024-09-13,Google Ads,Standard
C105220,Sai Reddy,Male,20.0,Chennai,Tamil Nadu,2024-08-08,Email,Standard
C105221,Divya Sharma,Female,48.0,Ahmedabad,Gujarat,2025-10-09,Organic Search,Premium
C105222,Ananya Varma,Female,26.0,Hyderabad,Telangana,2025-11-03,YouTube,Basic
C105223,Kavya Patel,Female,22.0,Ahmedabad,Gujarat,2025-08-21,Referral,Standard
C105224,Aarav Rao,Female,55.0,Hyderabad,Telangana,2025-01-20,Organic Search,Standard
C105225,Aarav Varma,Male,38.0,Kolkata,West Bengal,2024-12-25,Email,Basic
C105226,Aarav Das,Male,58.0,Delhi,Delhi,2024-08-15,Google Ads,Premium
C105227,Nikhil Sharma,Female,59.0,Chennai,Tamil Nadu,2025-07-18,Email,Basic
C105228,Kavya Kumar,Male,23.0,Mumbai,Maharashtra,2024-03-03,Google Ads,Standard
C105229,Vihaan Singh,Female,54.0,Chennai,Tamil Nadu,2024-07-16,Google Ads,Basic
C105230,Aarav Reddy,Female,34.0,Visakhapatnam,Andhra Pradesh,2024-04-08,YouTube,Standard
C105231,Meera Reddy,Female,51.0,Visakhapatnam,Andhra Pradesh,2024-12-26,Referral,Basic
C105232,Sneha Rao,Male,20.0,Delhi,Delhi,2024-08-06,Instagram,Basic
C105233,Aditya Singh,Female,40.0,Mumbai,Maharashtra,2024-05-24,Referral,Standard
C105234,Priya Gupta,Male,48.0,Pune,Maharashtra,2024-10-01,YouTube,Standard
C105235,Arjun Naidu,Female,39.0,Kolkata,West Bengal,2025-09-20,Instagram,Basic
C105236,Ananya Das,Female,44.0,Bengaluru,Karnataka,2025-02-11,YouTube,Basic
C105237,Vihaan Gupta,Female,18.0,Ahmedabad,Gujarat,2025-08-23,YouTube,Basic
C105238,Nikhil Das,Female,,Kakinada,Andhra Pradesh,2025-10-29,Referral,Standard
C105239,Meera Reddy,Male,46.0,Visakhapatnam,Andhra Pradesh,2025-10-20,Google Ads,Standard
C105240,Priya Varma,Female,37.0,Pune,Maharashtra,2024-09-13,Instagram,Basic
C105241,Sai Kumar,Female,45.0,Delhi,Delhi,2025-10-02,Instagram,Standard
C105242,Rohan Kumar,Male,35.0,Delhi,Delhi,2025-10-25,Google Ads,Premium
C105243,Aarav Sharma,Female,18.0,Ahmedabad,Gujarat,2025-12-01,Organic Search,Premium
C105244,Sai Singh,Female,51.0,Chennai,Tamil Nadu,2024-09-13,YouTube,Standard
C105245,Sneha Patel,Female,24.0,Bengaluru,Karnataka,2024-06-15,Instagram,Standard
C105246,Kiran Reddy,Female,55.0,Kolkata,West Bengal,2025-03-02,Referral,Basic
C105247,Sanjay Singh,Male,18.0,Bengaluru,Karnataka,2025-11-11,Referral,Basic
C105248,Aarav Kumar,Female,62.0,Kakinada,Andhra Pradesh,2025-10-19,Google Ads,Premium
C105249,Aditya Kumar,Male,30.0,Chennai,Tamil Nadu,2025-02-20,Referral,Premium
C105250,Sai Kumar,Female,60.0,Delhi,Delhi,2024-04-18,YouTube,Standard
C105251,Nikhil Reddy,Male,18.0,Hyderabad,Telangana,2024-11-04,Google Ads,Standard
C105252,Aditya Singh,Female,39.0,Bengaluru,Karnataka,2025-06-05,Instagram,Basic
C105253,Kavya Rao,Male,38.0,Kakinada,Andhra Pradesh,2025-02-13,Email,Basic
C105254,Kiran Sharma,Male,25.0,Pune,Maharashtra,2024-09-09,Instagram,Standard
C105255,Divya Reddy,Male,40.0,Kakinada,Andhra Pradesh,2024-09-07,YouTube,Basic
C105256,Rahul Singh,Female,28.0,Kakinada,Andhra Pradesh,2024-02-13,YouTube,Standard
C105257,Rahul Varma,Male,38.0,Hyderabad,Telangana,2024-07-29,Instagram,Basic
C105258,Sneha Das,Male,35.0,Delhi,Delhi,2025-05-03,Referral,Basic
C105259,Sai Naidu,Male,27.0,Visakhapatnam,Andhra Pradesh,2024-06-25,Organic Search,Standard
C105260,Rohan Varma,Male,55.0,Chennai,Tamil Nadu,2025-12-26,Referral,Basic
C105261,Meera Das,Female,43.0,Pune,Maharashtra,2024-03-01,Referral,Standard
C105262,Aditya Singh,Male,58.0,Pune,Maharashtra,2025-03-05,YouTube,Basic
C105263,Meera Patel,Male,57.0,Ahmedabad,Gujarat,2024-12-28,Google Ads,Basic
C105264,Arjun Rao,Male,30.0,Kakinada,Andhra Pradesh,2025-08-31,Referral,Basic
C105265,Nikhil Reddy,Male,31.0,Visakhapatnam,Andhra Pradesh,2025-10-10,Instagram,Standard
C105266,Priya Naidu,Male,63.0,Kolkata,West Bengal,2025-01-31,Google Ads,Basic
C105267,Rohan Patel,Male,33.0,Pune,Maharashtra,2025-04-05,Organic Search,Premium
C105268,Arjun Reddy,Male,22.0,Delhi,Delhi,2025-05-25,Email,Basic
C105269,Meera Kumar,Male,44.0,Bengaluru,Karnataka,2025-01-15,Email,Basic
C105270,Sanjay Kumar,Male,64.0,Ahmedabad,Gujarat,2024-05-14,Instagram,Premium
C105271,Sanjay Das,Female,29.0,Hyderabad,Telangana,2024-11-08,Organic Search,Standard
C105272,Kavya Patel,Male,48.0,Kolkata,West Bengal,2024-06-25,Google Ads,Standard
C105273,Meera Reddy,Female,34.0,Chennai,Tamil Nadu,2024-12-05,Referral,Basic
C105274,Ananya Patel,Female,36.0,Ahmedabad,Gujarat,2025-03-25,Google Ads,Premium
C105275,Ananya Rao,Female,39.0,Kakinada,Andhra Pradesh,2024-06-01,Referral,Basic
C105276,Divya Sharma,Male,24.0,Pune,Maharashtra,2024-07-01,Referral,Basic
C105277,Sai Sharma,Female,36.0,Pune,Maharashtra,2025-08-23,Google Ads,Standard
C105278,Rohan Singh,Female,31.0,Chennai,Tamil Nadu,2024-10-02,Referral,Standard
C105279,Kavya Das,Female,57.0,Delhi,Delhi,2024-05-24,Google Ads,Standard
C105280,Sanjay Gupta,Female,28.0,Hyderabad,Telangana,2025-06-04,Email,Premium
C105281,Sanjay Reddy,Male,58.0,Hyderabad,Telangana,2025-06-07,Referral,Basic
C105282,Aditya Gupta,Female,18.0,Ahmedabad,Gujarat,2025-08-26,Organic Search,Premium
C105283,Kiran Rao,Female,37.0,Kakinada,Andhra Pradesh,2025-07-08,Instagram,Standard
C105284,Sai Sharma,Male,30.0,Hyderabad,Telangana,2025-12-25,Instagram,Premium
C105285,Divya Reddy,Male,39.0,Delhi,Delhi,2025-02-23,Instagram,Standard
C105286,Sai Patel,Female,,Kolkata,West Bengal,2024-07-28,Instagram,Standard
C105287,Aarav Das,Male,63.0,Ahmedabad,Gujarat,2025-09-21,Referral,Standard
C105288,Kiran Rao,Female,52.0,Ahmedabad,Gujarat,2024-07-12,Instagram,Premium
C105289,Aarav Das,Male,42.0,Kolkata,West Bengal,2024-07-31,Instagram,Standard
C105290,Divya Singh,Female,,Hyderabad,Telangana,2025-08-27,Google Ads,Standard
C105291,Aditya Reddy,Male,65.0,Mumbai,Maharashtra,2025-10-05,Referral,Standard
C105292,Arjun Singh,Female,65.0,Chennai,Tamil Nadu,2024-09-04,Email,Premium
C105293,Sneha Patel,Female,54.0,Hyderabad,Telangana,2025-06-16,Google Ads,Standard
C105294,Rahul Gupta,Female,25.0,Delhi,Delhi,2025-11-04,YouTube,Standard
C105295,Sneha Naidu,Male,30.0,Delhi,Delhi,2025-08-06,Instagram,Basic
C105296,Ananya Kumar,Male,31.0,Kakinada,Andhra Pradesh,2024-01-04,Referral,Standard
C105297,Divya Rao,Male,28.0,Delhi,Delhi,2025-04-30,Google Ads,Premium
C105298,Priya Reddy,Male,64.0,Kakinada,Andhra Pradesh,2024-05-04,Organic Search,Premium
C105299,Vihaan Gupta,Other,25.0,Ahmedabad,Gujarat,2025-09-09,Instagram,Standard
C105300,Sneha Patel,Male,58.0,Kolkata,West Bengal,2024-02-18,YouTube,Standard
C105301,Nikhil Patel,Male,56.0,Visakhapatnam,Andhra Pradesh,2025-12-25,Email,Basic
C105302,Kavya Sharma,Female,43.0,Visakhapatnam,Andhra Pradesh,2024-05-09,Referral,Standard
C105303,Aditya Naidu,Male,32.0,Mumbai,Maharashtra,2024-11-02,Referral,Premium
C105304,Meera Naidu,Male,30.0,Chennai,Tamil Nadu,2024-06-19,Google Ads,Basic
C105305,Sneha Reddy,Female,50.0,Pune,Maharashtra,2025-08-17,Instagram,Premium
C105306,Vihaan Patel,Male,50.0,Kakinada,Andhra Pradesh,2024-10-14,YouTube,Basic
C105307,Sai Patel,Female,43.0,Hyderabad,Telangana,2025-06-27,Organic Search,Premium
C105308,Sai Kumar,Female,45.0,Chennai,Tamil Nadu,2024-02-19,Instagram,Standard
C105309,Vihaan Varma,Male,57.0,Mumbai,Maharashtra,2024-11-26,Instagram,Basic
C105310,Aditya Patel,Female,54.0,Mumbai,Maharashtra,2025-10-27,Google Ads,Standard
C105311,Arjun Naidu,Female,54.0,Ahmedabad,Gujarat,2025-11-07,Organic Search,Premium
C105312,Sai Rao,Male,31.0,Mumbai,Maharashtra,2024-06-01,Referral,Basic
C105313,Rohan Varma,Female,21.0,Ahmedabad,Gujarat,2024-10-14,Email,Standard
C105314,Kavya Gupta,Male,40.0,Kakinada,Andhra Pradesh,2024-10-25,Instagram,Basic
C105315,Kavya Reddy,Female,34.0,Ahmedabad,Gujarat,2025-02-16,YouTube,Standard
C105316,Rohan Rao,Female,34.0,Bengaluru,Karnataka,2025-01-27,Instagram,Premium
C105317,Meera Patel,Male,42.0,Bengaluru,Karnataka,2024-03-18,Google Ads,Standard
C105318,Kiran Patel,Male,62.0,Chennai,Tamil Nadu,2025-07-10,YouTube,Basic
C105319,Priya Rao,Male,56.0,Pune,Maharashtra,2024-06-13,Organic Search,Premium
C105320,Nikhil Kumar,Female,50.0,Ahmedabad,Gujarat,2024-08-17,Referral,Premium
C105321,Sai Sharma,Female,52.0,Chennai,Tamil Nadu,2025-09-05,Organic Search,Standard
C105322,Meera Rao,Male,37.0,Bengaluru,Karnataka,2025-05-18,Instagram,Basic
C105323,Rohan Sharma,Male,44.0,Kakinada,Andhra Pradesh,2024-10-16,Instagram,Standard
C105324,Ananya Reddy,Female,38.0,Kakinada,Andhra Pradesh,2025-10-28,Instagram,Standard
C105325,Kiran Sharma,Male,56.0,Kolkata,West Bengal,2024-10-14,Google Ads,Premium
C105326,Ananya Das,Male,65.0,Kolkata,West Bengal,2025-02-16,Email,Standard
C105327,Rahul Kumar,Male,38.0,Kakinada,Andhra Pradesh,2024-06-28,Referral,Standard
C105328,Meera Gupta,Female,52.0,Chennai,Tamil Nadu,2024-05-13,Google Ads,Premium
C105329,Ananya Kumar,Male,20.0,Bengaluru,Karnataka,2024-12-24,Organic Search,Standard
C105330,Kiran Rao,Female,37.0,Kolkata,West Bengal,2025-02-15,Google Ads,Standard
C105331,Arjun Sharma,Female,59.0,Chennai,Tamil Nadu,2025-08-11,Instagram,Standard
C105332,Aarav Varma,Male,50.0,Ahmedabad,Gujarat,2024-10-12,Google Ads,Basic
C105333,Priya Das,Female,43.0,Ahmedabad,Gujarat,2025-10-15,Organic Search,Basic
C105334,Aarav Das,Male,28.0,Chennai,Tamil Nadu,2025-03-19,Referral,Standard
C105335,Rohan Das,Male,56.0,Delhi,Delhi,2024-02-21,YouTube,Basic
C105336,Sai Kumar,Female,64.0,Chennai,Tamil Nadu,2025-06-23,Organic Search,Basic
C105337,Aarav Varma,Male,36.0,Kolkata,West Bengal,2025-02-23,Organic Search,Standard
C105338,Nikhil Patel,Female,56.0,Kolkata,West Bengal,2024-10-11,Organic Search,Basic
C105339,Kiran Sharma,Female,46.0,Pune,Maharashtra,2024-12-07,Referral,Premium
C105340,Sai Reddy,Male,37.0,Pune,Maharashtra,2024-08-08,YouTube,Basic
C105341,Nikhil Singh,Female,33.0,Kakinada,Andhra Pradesh,2025-03-24,Referral,Standard
C105342,Divya Das,Female,42.0,Mumbai,Maharashtra,2025-02-17,Google Ads,Premium
C105343,Priya Naidu,Male,37.0,Bengaluru,Karnataka,2024-11-22,Instagram,Standard
C105344,Aditya Das,Female,47.0,Ahmedabad,Gujarat,2024-07-27,Organic Search,Standard
C105345,Aditya Singh,Female,25.0,Kakinada,Andhra Pradesh,2024-10-18,Google Ads,Premium
C105346,Divya Kumar,Male,40.0,Kolkata,West Bengal,2024-12-29,Organic Search,Standard
C105347,Priya Rao,Male,53.0,Chennai,Tamil Nadu,2024-12-10,YouTube,Premium
C105348,Ananya Naidu,Male,58.0,Delhi,Delhi,2024-08-13,Google Ads,Basic
C105349,Meera Reddy,Male,31.0,Chennai,Tamil Nadu,2025-02-28,Google Ads,Basic
C105350,Aditya Naidu,Male,46.0,Hyderabad,Telangana,2024-06-14,Instagram,Standard
C105351,Aarav Sharma,Female,32.0,Pune,Maharashtra,2024-12-31,Referral,Standard
C105352,Sneha Patel,Female,55.0,Mumbai,Maharashtra,2024-03-29,Email,Standard
C105353,Rahul Singh,Female,35.0,Mumbai,Maharashtra,2024-12-10,Google Ads,Premium
C105354,Meera Kumar,Male,50.0,Pune,Maharashtra,2025-07-26,Referral,Standard
C105355,Rohan Varma,Male,38.0,Kakinada,Andhra Pradesh,2025-08-20,Referral,Standard
C105356,Sneha Singh,Male,30.0,Mumbai,Maharashtra,2025-05-22,Google Ads,Standard
C105357,Sanjay Reddy,Male,45.0,Kakinada,Andhra Pradesh,2025-06-28,Instagram,Premium
C105358,Sanjay Gupta,Female,47.0,Pune,Maharashtra,2024-02-18,Instagram,Basic
C105359,Sai Rao,Male,50.0,Kakinada,Andhra Pradesh,2024-09-06,Organic Search,Standard
C105360,Divya Naidu,Female,55.0,Delhi,Delhi,2025-04-22,Google Ads,Standard
C105361,Kiran Rao,Male,50.0,Kakinada,Andhra Pradesh,2025-08-07,Instagram,Standard
C105362,Priya Singh,Female,58.0,Kolkata,West Bengal,2025-03-01,Google Ads,Standard
C105363,Kavya Varma,Female,38.0,Kolkata,West Bengal,2025-09-15,Email,Basic
C105364,Sneha Rao,Female,42.0,Pune,Maharashtra,2024-07-18,Organic Search,Premium
C105365,Nikhil Patel,Female,41.0,Chennai,Tamil Nadu,2024-04-22,Google Ads,Premium
C105366,Vihaan Varma,Female,45.0,Pune,Maharashtra,2024-03-04,Referral,Premium
C105367,Ananya Varma,Female,24.0,Visakhapatnam,Andhra Pradesh,2025-03-01,Organic Search,Standard
C105368,Sai Gupta,Male,59.0,Ahmedabad,Gujarat,2025-04-30,Organic Search,Standard
C105369,Divya Varma,Male,43.0,Hyderabad,Telangana,2024-07-27,Email,Basic
C105370,Priya Rao,Female,44.0,Kolkata,West Bengal,2025-07-26,Email,Basic
C105371,Sai Kumar,Male,60.0,Visakhapatnam,Andhra Pradesh,2025-06-23,Instagram,Premium
C105372,Meera Sharma,Female,40.0,Ahmedabad,Gujarat,2024-09-19,Google Ads,Basic
C105373,Divya Sharma,Male,40.0,Chennai,Tamil Nadu,2024-06-23,Organic Search,Basic
C105374,Nikhil Varma,Female,45.0,Delhi,Delhi,2025-06-25,Instagram,Standard
C105375,Kiran Rao,Male,63.0,Kolkata,West Bengal,2025-05-05,Google Ads,Standard
C105376,Meera Rao,Female,30.0,Kolkata,West Bengal,2024-05-04,Email,Standard
C105377,Arjun Rao,Male,25.0,Delhi,Delhi,2024-07-05,YouTube,Standard
C105378,Aarav Das,Male,23.0,Chennai,Tamil Nadu,2024-12-20,Instagram,Standard
C105379,Vihaan Patel,Female,53.0,Delhi,Delhi,2025-01-08,Organic Search,Premium
C105380,Nikhil Varma,Male,18.0,Hyderabad,Telangana,2024-05-01,Google Ads,Standard
C105381,Sai Kumar,Male,51.0,Hyderabad,Telangana,2025-11-23,Organic Search,Standard
C105382,Meera Rao,Female,60.0,Hyderabad,Telangana,2024-10-10,Organic Search,Premium
C105383,Aarav Gupta,Female,50.0,Chennai,Tamil Nadu,2024-10-05,Organic Search,Basic
C105384,Priya Kumar,Male,26.0,Pune,Maharashtra,2024-02-14,YouTube,Premium
C105385,Vihaan Rao,Female,49.0,Chennai,Tamil Nadu,2025-10-01,YouTube,Standard
C105386,Rahul Singh,Male,39.0,Kakinada,Andhra Pradesh,2024-06-20,YouTube,Standard
C105387,Nikhil Naidu,Male,19.0,Mumbai,Maharashtra,2025-12-21,Referral,Standard
C105388,Rahul Reddy,Female,27.0,Delhi,Delhi,2024-12-28,Referral,Premium
C105389,Aditya Sharma,Male,53.0,Mumbai,Maharashtra,2025-09-30,Instagram,Standard
C105390,Sanjay Gupta,Male,44.0,Mumbai,Maharashtra,2024-05-10,Instagram,Standard
C105391,Arjun Rao,Male,41.0,Pune,Maharashtra,2024-05-01,Email,Premium
C105392,Rohan Kumar,Female,55.0,Delhi,Delhi,2025-08-07,Instagram,Premium
C105393,Meera Singh,Female,43.0,Delhi,Delhi,2025-08-21,YouTube,Standard
C105394,Rohan Gupta,Male,64.0,Kolkata,West Bengal,2025-01-31,Google Ads,Standard
C105395,Sneha Gupta,Female,20.0,Visakhapatnam,Andhra Pradesh,2024-01-24,Instagram,Premium
C105396,Sai Rao,Female,31.0,Mumbai,Maharashtra,2025-11-19,Google Ads,Standard
C105397,Nikhil Varma,Male,27.0,Bengaluru,Karnataka,2024-10-14,Instagram,Standard
C105398,Nikhil Sharma,Female,37.0,Mumbai,Maharashtra,2025-11-14,Instagram,Basic
C105399,Sneha Singh,Male,61.0,Pune,Maharashtra,2025-09-27,Referral,Standard
C105400,Rahul Patel,Male,37.0,Kakinada,Andhra Pradesh,2025-09-13,Google Ads,Premium
C105401,Aditya Sharma,Male,33.0,Bengaluru,Karnataka,2025-05-17,Organic Search,Standard
C105402,Sneha Naidu,Male,22.0,Hyderabad,Telangana,2025-05-06,Google Ads,Premium
C105403,Sanjay Rao,Female,36.0,Pune,Maharashtra,2025-01-23,Email,Standard
C105404,Nikhil Reddy,Female,28.0,Kakinada,Andhra Pradesh,2024-01-19,Email,Standard
C105405,Nikhil Varma,Female,27.0,Pune,Maharashtra,2024-10-10,Instagram,Basic
C105406,Divya Naidu,Male,24.0,Kakinada,Andhra Pradesh,2025-06-17,Instagram,Standard
C105407,Kiran Gupta,Male,48.0,Kolkata,West Bengal,2025-08-15,Organic Search,Basic
C105408,Sneha Reddy,Male,52.0,Hyderabad,Telangana,2025-02-12,Email,Standard
C105409,Rahul Naidu,Male,53.0,Chennai,Tamil Nadu,2025-06-01,Instagram,Standard
C105410,Divya Singh,Female,20.0,Ahmedabad,Gujarat,2024-01-16,Email,Standard
C105411,Priya Das,Female,62.0,Pune,Maharashtra,2024-12-07,Google Ads,Premium
C105412,Priya Gupta,Female,42.0,Bengaluru,Karnataka,2025-01-05,Instagram,Basic
C105413,Divya Gupta,Female,44.0,Bengaluru,Karnataka,2025-10-13,Google Ads,Basic
C105414,Sneha Das,Male,60.0,Kolkata,West Bengal,2024-08-15,Organic Search,Standard
C105415,Aarav Naidu,Male,31.0,Chennai,Tamil Nadu,2024-06-16,Google Ads,Standard
C105416,Aarav Gupta,Male,42.0,Pune,Maharashtra,2024-09-14,Referral,Standard
C105417,Arjun Sharma,Female,21.0,Delhi,Delhi,2024-05-04,Instagram,Standard
C105418,Nikhil Patel,Male,41.0,Delhi,Delhi,2025-02-11,Instagram,Basic
C105419,Priya Sharma,Male,30.0,Kolkata,West Bengal,2025-04-14,Google Ads,Premium
C105420,Nikhil Kumar,Female,26.0,Hyderabad,Telangana,2025-08-07,Referral,Standard
C105421,Kavya Sharma,Male,47.0,Chennai,Tamil Nadu,2025-12-10,Organic Search,Standard
C105422,Kavya Kumar,Female,24.0,Delhi,Delhi,2024-02-23,Organic Search,Standard
C105423,Divya Naidu,Male,64.0,Ahmedabad,Gujarat,2024-06-29,Instagram,Premium
C105424,Divya Kumar,Female,29.0,Ahmedabad,Gujarat,2024-08-07,Instagram,Standard
C105425,Arjun Kumar,Male,21.0,Chennai,Tamil Nadu,2024-07-01,Google Ads,Standard
C105426,Aditya Reddy,Female,39.0,Mumbai,Maharashtra,2025-08-26,Organic Search,Basic
C105427,Ananya Varma,Female,36.0,Mumbai,Maharashtra,2024-04-11,Referral,Basic
C105428,Sai Rao,Male,49.0,Mumbai,Maharashtra,2024-01-22,Organic Search,Standard
C105429,Meera Singh,Female,50.0,Mumbai,Maharashtra,2025-09-20,Google Ads,Basic
C105430,Vihaan Reddy,Female,46.0,Ahmedabad,Gujarat,2025-12-02,Referral,Standard
C105431,Vihaan Patel,Female,45.0,Hyderabad,Telangana,2024-06-14,Referral,Standard
C105432,Rahul Naidu,Female,55.0,Hyderabad,Telangana,2024-08-30,Email,Premium
C105433,Meera Sharma,Female,49.0,Pune,Maharashtra,2025-01-02,Referral,Standard
C105434,Rohan Sharma,Male,24.0,Mumbai,Maharashtra,2025-01-18,Google Ads,Standard
C105435,Nikhil Rao,Male,40.0,Visakhapatnam,Andhra Pradesh,2025-12-24,Google Ads,Basic
C105436,Aarav Das,Male,51.0,Ahmedabad,Gujarat,2024-10-22,YouTube,Standard
C105437,Sanjay Reddy,Female,30.0,Ahmedabad,Gujarat,2024-01-09,Google Ads,Basic
C105438,Arjun Kumar,Female,59.0,Chennai,Tamil Nadu,2024-11-04,Organic Search,Standard
C105439,Rahul Varma,Female,41.0,Chennai,Tamil Nadu,2025-02-10,YouTube,Premium
C105440,Sai Naidu,Male,33.0,Chennai,Tamil Nadu,2025-01-12,Referral,Basic
C105441,Sai Patel,Female,36.0,Bengaluru,Karnataka,2025-01-08,Referral,Standard
C105442,Sanjay Reddy,Female,47.0,Pune,Maharashtra,2025-11-04,Instagram,Standard
C105443,Meera Kumar,Male,52.0,Visakhapatnam,Andhra Pradesh,2025-08-12,Organic Search,Premium
C105444,Divya Gupta,Female,30.0,Mumbai,Maharashtra,2024-07-02,YouTube,Basic
C105445,Vihaan Reddy,Male,26.0,Hyderabad,Telangana,2024-09-16,YouTube,Premium
C105446,Nikhil Gupta,Female,22.0,Pune,Maharashtra,2025-05-02,Instagram,Basic
C105447,Meera Sharma,Male,41.0,Delhi,Delhi,2024-10-26,YouTube,Premium
C105448,Rohan Naidu,Female,62.0,Ahmedabad,Gujarat,2024-11-08,Google Ads,Premium
C105449,Aditya Varma,Male,64.0,Visakhapatnam,Andhra Pradesh,2024-05-02,Email,Basic
C105450,Divya Varma,Male,44.0,Kakinada,Andhra Pradesh,2024-07-04,Google Ads,Standard
C105451,Sai Gupta,Female,43.0,Delhi,Delhi,2025-06-24,Google Ads,Standard
C105452,Rahul Kumar,Female,42.0,Kakinada,Andhra Pradesh,2025-09-07,Email,Standard
C105453,Kiran Sharma,Male,29.0,Bengaluru,Karnataka,2025-07-26,Referral,Standard
C105454,Rohan Sharma,Male,37.0,Delhi,Delhi,2024-08-12,YouTube,Standard
C105455,Sanjay Das,Female,62.0,Mumbai,Maharashtra,2024-04-09,Google Ads,Premium
C105456,Meera Rao,Female,47.0,Kakinada,Andhra Pradesh,2024-04-26,Organic Search,Standard
C105457,Nikhil Reddy,Male,29.0,Kolkata,West Bengal,2024-10-14,Referral,Premium
C105458,Meera Singh,Male,22.0,Delhi,Delhi,2025-01-12,Instagram,Basic
C105459,Aditya Gupta,Male,54.0,Bengaluru,Karnataka,2025-10-13,Google Ads,Basic
C105460,Kavya Reddy,Female,61.0,Ahmedabad,Gujarat,2025-10-18,Organic Search,Standard
C105461,Divya Gupta,Female,23.0,Kolkata,West Bengal,2024-01-02,Organic Search,Standard
C105462,Sneha Sharma,Female,36.0,Visakhapatnam,Andhra Pradesh,2025-05-31,Instagram,Standard
C105463,Aarav Rao,Male,58.0,Chennai,Tamil Nadu,2024-08-06,Google Ads,Standard
C105464,Divya Reddy,Female,30.0,Bengaluru,Karnataka,2024-05-24,Referral,Standard
C105465,Kavya Kumar,Male,26.0,Delhi,Delhi,2025-02-09,Email,Standard
C105466,Nikhil Kumar,Female,36.0,Kolkata,West Bengal,2024-01-25,Email,Premium
C105467,Divya Kumar,Male,36.0,Mumbai,Maharashtra,2024-08-31,Organic Search,Standard
C105468,Priya Sharma,Male,41.0,Hyderabad,Telangana,2025-02-07,Google Ads,Premium
C105469,Divya Das,Male,,Visakhapatnam,Andhra Pradesh,2024-07-17,Instagram,Basic
C105470,Aditya Kumar,Male,64.0,Pune,Maharashtra,2025-03-09,Instagram,Standard
C105471,Kiran Singh,Male,45.0,Delhi,Delhi,2024-12-01,YouTube,Standard
C105472,Sanjay Singh,Female,21.0,Pune,Maharashtra,2025-08-06,Referral,Standard
C105473,Kavya Naidu,Female,30.0,Ahmedabad,Gujarat,2024-05-12,Instagram,Premium
C105474,Arjun Sharma,Female,26.0,Hyderabad,Telangana,2024-02-11,Organic Search,Premium
C105475,Rahul Singh,Female,18.0,Chennai,Tamil Nadu,2025-01-21,Referral,Standard
C105476,Ananya Das,Male,36.0,Mumbai,Maharashtra,2024-07-06,Google Ads,Standard
C105477,Rahul Rao,Female,18.0,Hyderabad,Telangana,2025-05-30,Instagram,Standard
C105478,Nikhil Gupta,Male,45.0,Hyderabad,Telangana,2024-03-09,Organic Search,Premium
C105479,Arjun Das,Male,31.0,Chennai,Tamil Nadu,2025-02-23,Email,Standard
C105480,Kavya Das,Male,52.0,Pune,Maharashtra,2025-12-23,Google Ads,Standard
C105481,Kiran Varma,Male,43.0,Pune,Maharashtra,2024-03-08,Google Ads,Standard
C105482,Aditya Sharma,Female,63.0,Ahmedabad,Gujarat,2024-08-08,Google Ads,Standard
C105483,Ananya Varma,Male,41.0,Chennai,Tamil Nadu,2025-09-08,Email,Basic
C105484,Priya Varma,Male,25.0,Pune,Maharashtra,2025-01-24,Google Ads,Standard
C105485,Kavya Reddy,Female,62.0,Visakhapatnam,Andhra Pradesh,2024-05-07,Google Ads,Standard
C105486,Vihaan Kumar,Male,32.0,Kolkata,West Bengal,2024-06-04,Google Ads,Standard
C105487,Kiran Patel,Female,54.0,Kakinada,Andhra Pradesh,2025-07-12,YouTube,Basic
C105488,Sai Reddy,Male,55.0,Mumbai,Maharashtra,2025-09-20,Referral,Standard
C105489,Meera Das,Female,62.0,Ahmedabad,Gujarat,2024-09-20,Google Ads,Premium
C105490,Ananya Patel,Female,48.0,Kolkata,West Bengal,2024-12-11,Referral,Premium
C105491,Rohan Reddy,Male,42.0,Pune,Maharashtra,2025-07-25,Email,Standard
C105492,Kiran Gupta,Female,36.0,Hyderabad,Telangana,2024-05-09,Organic Search,Standard
C105493,Sneha Reddy,Male,39.0,Pune,Maharashtra,2024-05-30,YouTube,Standard
C105494,Vihaan Varma,Male,55.0,Visakhapatnam,Andhra Pradesh,2025-07-19,Referral,Standard
C105495,Aditya Reddy,Female,45.0,Kolkata,West Bengal,2024-05-16,Referral,Premium
